ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2034-02-02,20,15000,575,Employed,High School,0,12257,84,Married,1,Own,1332,0.0594947376985751,1,2,0.3637639143449865,0,Auto,0,19,24,5247,1026,16701,144597,1250.0,,4,9329,,0.2019714368132815,273.63823084052603,1.2845105846724207,0,78.0
2034-02-03,44,72303,604,Unemployed,,,16734,24,,2,Own,604,0.222163287482687,2,0,0.5570716065975081,1,,0,17,8,6577,,9449,14453,6025.25,0.9565026151914668,,10394,0.1897339999999999,0.172982608329521,829.7670510979857,0.2379597611879981,0,102.0
2034-02-04,30,41159,493,Employed,High School,,13018,84,Divorced,3,Rent,458,0.3560853445015627,2,0,0.3629877481201494,0,Home,0,20,9,4347,,10224,30748,3429.9166666666665,0.9473411756206916,6,,0.291518,,,,0,80.0
2034-02-05,43,75367,568,Employed,Bachelor,20,39407,36,Widowed,,Own,350,0.5601412119475286,3,0,0.3838124394555319,0,Home,0,21,14,319,2520,26488,15083,6280.583333333333,0.8674435571234702,9,11405,0.2404069999999999,0.251620242620483,1570.1943239050725,0.3057350284190809,0,78.0
2034-02-06,18,56257,605,Employed,Bachelor,0,35272,120,,,Mortgage,339,0.2063588035103608,4,2,0.5344976896142054,0,Debt Consolidation,,17,12,2339,1739,,25990,4688.083333333333,0.7036251399160793,3,1507,,0.2865815855722581,895.066830857411,0.2632348324704291,0,78.0
2034-02-07,56,54081,558,Employed,Bachelor,30,18549,60,,,Rent,454,0.153488299055613,5,,0.509290729767984,0,Education,0,31,,11983,3528,,23836,4506.75,0.7024434613260063,6,57227,0.244549,0.2346846308287902,527.9095750796893,0.2178753148232516,0,78.0
2034-02-08,48,31368,589,Self-Employed,High School,27,30946,120,Married,1,Rent,249,0.3311498797237885,5,1,0.3421400411855025,0,Auto,0,,20,2990,824,100732,4461,2614.0,0.9205870716849028,6,96271,,0.3205068202216239,863.0385498026947,0.4254164306819796,0,82.0
2034-02-09,21,109188,544,Employed,Master,,25340,48,Married,1,Rent,189,0.2889102787585865,8,0,0.2974586181797901,0,Education,0,27,,3106,,,8245,9099.0,0.6820181147901286,5,69724,0.24834,0.2730135263677087,,0.1167219183054948,1,55.2
2034-02-10,22,140301,513,Unemployed,,0,25657,72,Married,0,Mortgage,,0.2506655220902919,2,0,0.1890522448513126,0,Education,1,21,25,4431,334,62085,,11691.75,0.9078141789254712,8,35212,0.284157,0.3215474359468075,807.8561346683287,0.1171643367903289,0,80.0
2034-02-11,60,41213,612,Employed,Associate,,30166,36,Single,,Mortgage,867,0.6445763410634628,,1,0.5947619927591501,0,Auto,0,18,25,4555,,190992,38409,3434.4166666666665,0.8236819084982936,3,152583,0.209166,0.1696455340128488,1074.9680892454603,0.5654433569734193,0,80.0
2034-02-12,31,97156,611,Employed,Bachelor,7,21932,36,Divorced,2,Mortgage,880,0.1771392409070331,4,2,0.5411646315643054,0,Auto,,25,17,5005,2362,97245,49900,8096.333333333333,0.8879925278170795,5,47345,0.201432,0.2067407311845591,822.6239518767022,0.2102956834628888,1,59.2
2034-02-13,29,32452,613,Employed,Master,9,17008,24,Married,2,Own,559,0.566068294322729,0,1,0.4763603759937158,1,Home,0,,15,,906,15234,42791,,0.5864829883958744,4,10229,0.1855079999999999,,879.8579433139719,,0,95.0
2034-02-14,18,26357,497,Employed,High School,0,34391,36,Single,0,Rent,,0.3062717423806184,7,,,0,Debt Consolidation,0,,29,2031,,,35235,2196.4166666666665,0.8862254224516327,5,10718,0.270891,,1310.6496999259896,0.7469665136059443,0,80.0
2034-02-15,35,40637,575,Employed,Bachelor,,23863,48,Married,1,Rent,822,,,2,,0,Education,0,22,23,,1058,63006,25075,3386.4166666666665,,7,37931,,0.2399122498100769,777.8618434195437,0.4724350252487763,0,72.0
2034-02-16,37,87926,585,Employed,Bachelor,16,21888,36,Married,,Mortgage,887,0.0816806377188588,2,2,0.0545256511798828,0,Home,0,27,24,,522,67781,11468,7327.166666666667,0.92321630226141,4,56313,0.214388,0.224454131377238,840.9646214679163,0.2358298507564883,1,51.2
2034-02-17,48,29205,639,Employed,Master,27,23285,108,Single,1,Rent,467,0.1424699118739032,4,0,0.1260337673320697,0,Auto,0,23,28,5210,1204,43522,12571,2433.75,0.8653020168996949,8,30951,0.248785,0.2067250295213478,476.4474572724211,0.3876517544005839,0,68.0
2034-02-18,23,98994,538,Employed,High School,,16140,24,Married,0,,755,0.1828055603295692,5,2,0.4870122954172148,0,Home,0,21,29,1771,,177285,52586,8249.5,,4,124699,0.2221399999999999,,824.7236540866751,0.1914932606929723,1,56.8
2034-02-19,21,63486,587,Employed,Associate,0,11389,36,Single,1,Own,149,0.4982420991625234,2,0,0.4202774291269812,,Debt Consolidation,0,15,3,15467,8246,,13874,5290.5,0.7949428530204624,7,101389,0.202889,0.2120636817015477,,0.1094960845460608,0,83.0
2034-02-20,45,75338,519,Employed,High School,19,16049,36,,3,Rent,493,0.5545431849013248,6,1,0.1603508875992024,,Auto,0,26,10,,187,10870,57185,6278.166666666667,0.7784149578617945,,6204,0.241549,0.2873649700424363,670.2463671964474,0.1852844037053992,0,72.0
2034-02-21,52,35464,600,Employed,High School,30,24612,60,Single,0,Rent,492,0.5860032722093569,4,1,0.4257575353139898,0,Auto,0,27,6,933,3161,113822,10621,2955.333333333333,0.7729373550828357,1,103201,0.2296119999999999,0.2214650579120903,681.808389217449,0.3971830777861885,0,79.0
2034-02-22,21,62028,457,Employed,High School,0,21088,60,Single,5,Rent,309,0.7776016187718566,7,0,,,Debt Consolidation,,,,3527,325,88317,8022,5169.0,0.6022974659232828,5,80295,,0.3093834703983597,694.4727064655266,0.1941328509316166,0,81.0
2034-02-23,52,15000,653,Employed,Doctorate,30,12758,36,,1,,340,0.4110619154466231,3,0,0.1288899925018319,0,,1,25,11,2404,,27121,6835,1250.0,0.8644447090916206,8,20286,0.171258,0.1973274446613195,472.397477751909,,0,76.0
2034-02-24,40,49982,602,Employed,High School,20,10881,12,Divorced,0,Rent,681,0.3609269553571363,,,0.0354171391924649,0,Home,0,19,14,1141,4282,,,4165.166666666667,0.926405197952712,3,8071,0.174881,0.1651543612301413,989.8984501283084,,0,68.0
2034-02-25,53,71032,658,Employed,Master,,11984,12,,2,Rent,,0.6499667674274037,2,4,0.3882376262035555,0,Other,1,26,23,5666,1728,32961,48954,5919.333333333333,0.7271189050528565,4,2471,0.147984,,,0.2656969906006018,1,64.0
2034-02-26,39,15000,604,Employed,High School,19,20183,36,Married,3,,557,0.3394330981004811,2,0,0.5636641242977326,0,Other,0,19,7,1836,872,58758,114758,1250.0,0.919878292724012,3,,0.203183,0.211925221410611,762.3923962649673,1.0555139170119738,0,84.0
2034-02-27,18,74267,616,Employed,Master,0,48955,72,Married,1,Rent,690,0.2144644374639489,6,0,0.2447329060496332,0,Auto,0,20,16,,625,43993,8982,6188.916666666667,0.7039474243034187,6,35011,0.255955,0.2313209761591421,,0.315589997881383,0,69.0
2034-02-28,38,,586,Employed,,,12051,84,,3,Mortgage,521,0.0705019965503501,1,1,0.3650319226013168,0,Debt Consolidation,0,27,25,3585,538,22291,,4869.333333333333,0.5921703667412852,5,,0.244051,0.2765376491997163,325.77037666330153,0.1738986260945991,0,74.0
2034-03-01,52,15000,624,Employed,High School,28,31462,96,Married,3,Rent,488,0.1589545584221588,4,0,,0,Home,0,,20,,7185,13420,13767,,0.7409152356135964,2,10663,0.254462,0.2959026995293262,858.6421481976346,1.0773137185581076,0,68.0
2034-03-02,29,20691,571,Employed,,9,10955,48,Married,0,Own,,0.1872022520279246,1,,0.2479259486648214,,Home,0,21,12,4472,937,50796,16427,1724.25,0.9797039716069136,5,34369,,,319.72544506840416,0.4916488009676115,0,75.0
2034-03-03,35,137576,553,Unemployed,,12,32337,72,Married,3,Rent,198,0.3008391985324314,4,2,,,Home,0,,12,1180,2548,24299,20369,11464.666666666666,0.621435681032523,5,3930,0.270837,0.2644732843123056,900.0048582897886,,1,57.6
2034-03-04,37,43594,583,Employed,Associate,16,15648,60,Married,,Rent,657,0.2451241099871448,2,2,0.344577070710919,0,Debt Consolidation,0,21,13,867,57,358729,13843,3632.8333333333335,,5,344886,0.229148,0.2203511627240293,432.4932209130982,0.2999017904059544,1,57.6
2034-03-05,18,84640,610,Employed,Associate,0,21064,24,Married,1,Other,,0.5241816490077347,,2,0.3484876223603904,0,Education,0,24,23,1707,,43578,14315,7053.333333333333,0.5563158517088922,6,29263,,0.2009873293453679,1073.0854365116222,0.2237361204884152,1,57.6
2034-03-06,60,124413,601,Employed,Associate,42,31307,96,Married,4,Mortgage,569,0.1856172048905026,,1,0.6728832703434448,1,Auto,0,24,6,2563,1524,350012,55841,10367.75,0.7200798780011849,6,294171,0.265807,,749.5319005891438,0.1271762822781359,1,68.8
2034-03-07,29,57618,457,Employed,,2,22993,48,Single,0,Own,398,0.3189422679420292,2,,0.1093584330146921,0,Debt Consolidation,0,23,29,790,1810,106492,2015,4801.5,0.6098875406634994,2,104477,0.289493,0.3221991367224932,857.8347279296353,0.2615505004539488,0,66.0
2034-03-08,46,97975,645,Employed,Bachelor,22,24862,48,Married,0,Rent,453,0.169792678324078,3,3,0.025038109496378,0,Debt Consolidation,0,21,24,3085,,24504,,,0.6184532035719363,6,,0.197362,0.1744815287102857,723.1714907828542,0.1440577482969558,1,49.6
2034-03-09,38,15000,525,Employed,Associate,17,23145,60,Single,1,Mortgage,692,0.1418448870904131,5,0,0.388020365406651,0,Other,,24,25,2337,175,49236,30320,1250.0,0.6656284063590241,5,,0.265645,0.3077536331902809,759.8797056726996,1.1615037645381596,0,78.0
2034-03-10,55,57671,598,Employed,Master,,55554,36,Married,4,Mortgage,182,0.410725869378436,4,1,0.1890871675719793,,Auto,0,26,,,578,182193,107063,4805.916666666667,0.6982506121884896,6,75130,0.241554,0.2284857578508515,2146.097856859207,,0,70.0
2034-03-11,44,15000,654,Unemployed,Master,22,11628,36,Widowed,1,Mortgage,123,0.1545627383928865,2,1,0.0715592835112781,0,Auto,0,21,29,,1319,,21371,1250.0,0.6532570025762838,6,1087,0.169628,0.1696558022913216,414.3707534280794,0.4298966027424635,0,70.0
2034-03-12,37,15000,594,Employed,High School,13,20518,48,Married,0,Mortgage,689,0.557585024555442,2,2,0.5315027175505265,0,Home,1,29,3,1200,,465556,5170,1250.0,0.9489028134003332,6,460386,0.218518,0.2099910987589636,635.3443060193513,1.059475444815481,0,96.0
2034-03-13,29,26654,536,Employed,High School,10,22135,60,Married,,Mortgage,391,0.4023197653503827,1,,0.018059423809513,,Other,1,19,3,571,1134,24123,28393,,,3,4723,0.259135,,694.8235318783372,0.4888527944226025,0,90.0
2034-03-14,49,29943,506,Employed,,27,14121,24,Single,5,Rent,149,0.6065128065894204,4,1,0.7618419398781862,0,Home,0,30,,239,794,,3547,2495.25,0.928001337450802,6,6937,0.2361209999999999,0.2249450967529124,736.0243834850814,0.3546836523334661,0,90.0
2034-03-15,18,44788,504,Employed,Bachelor,0,32838,24,Married,0,,299,0.3395444560752343,4,1,0.2410787849468641,0,Auto,1,22,2,4524,,21433,61222,3732.3333333333335,0.5624286802038988,,9423,,0.287279857818372,1814.6326284705967,0.566303285291756,0,91.0
2034-03-16,47,45568,467,Employed,High School,27,17712,96,Married,,Own,495,0.0073653460523233,2,1,0.5902287768732876,0,,0,29,,3851,4539,,6377,3797.3333333333335,0.8767483802600426,2,230224,,0.2943495877424933,481.4753923903462,0.2571476630241431,0,80.0
2034-03-17,26,38114,574,Employed,High School,3,33084,48,Divorced,0,,398,,4,2,,0,Home,0,32,17,,1933,,,3176.1666666666665,0.8824417612656972,5,7155,0.241084,,1170.7233188375412,0.4939045974195963,0,70.0
2034-03-18,55,57197,573,Employed,Bachelor,,22978,24,,0,Mortgage,406,0.1550731684364129,4,2,,0,Home,0,20,,5423,3764,54314,25323,4766.416666666667,0.9056702983710392,6,28991,0.211478,0.2360079590248225,1210.2986152850651,,0,80.0
2034-03-19,41,65736,566,Employed,Bachelor,17,18349,24,Married,0,Rent,502,0.2327619296986202,3,0,0.5112363712355116,0,Debt Consolidation,0,,6,3471,,56307,21323,5478.0,,9,34984,0.2103489999999999,0.2035846624957629,937.1034474803596,0.2627059962541729,0,86.0
2034-03-20,47,,627,Employed,High School,24,52118,48,Married,0,,,,3,1,0.2260394518475515,0,,,,,2874,3055,15040,39197,2206.6666666666665,0.9418934358648532,1,2074,0.233618,0.224003262925488,1653.3817411833957,0.8734358343731401,0,73.0
2034-03-21,40,42103,658,Unemployed,,16,8812,72,Divorced,,Mortgage,,,,0,0.3683151290587814,0,Home,0,26,22,1227,2072,71579,5450,3508.583333333333,0.8982579880384266,6,66129,0.1948119999999999,0.2136076001972081,218.08021463659256,0.1197292966211222,1,59.2
2034-03-22,18,48511,626,Employed,Bachelor,0,30027,36,Single,3,,607,,1,0,0.0963676667196603,0,Debt Consolidation,0,26,6,,4947,,1971,4042.5833333333335,0.6323285330160447,,166349,0.202027,0.225134474134559,1154.7359215546426,0.4357945838810931,0,68.0
2034-03-23,29,36119,588,Employed,Associate,4,44342,60,,1,Mortgage,803,0.2718295872271873,2,,0.2242068103128014,,Auto,0,18,15,1179,3223,,27657,3009.9166666666665,0.6752234469265082,6,108052,,0.2807598034728302,1382.6578085934425,0.7261522662067419,0,71.0
2034-03-24,48,28141,459,Employed,Bachelor,26,10453,36,Married,0,Rent,420,0.3675094570993175,,1,0.1406872586878047,0,Education,1,25,,4668,137,60458,4247,2345.083333333333,0.8529638457203238,5,56211,0.265953,0.2505802778654625,415.9303317494921,0.3564608216123771,0,80.0
2034-03-25,41,73207,587,Employed,High School,22,21719,48,Single,2,Own,128,0.2012127126976708,3,3,0.3106837109813516,0,,0,22,,1778,2589,55096,39007,6100.583333333333,0.6864323495239315,7,16089,0.223219,0.2381808978073926,705.8968366540998,0.1366913278764216,0,78.0
2034-03-26,54,66474,594,Self-Employed,Associate,,27915,36,Divorced,0,Mortgage,,,3,0,0.3097283575483104,0,Home,0,18,1,3975,3435,118036,14735,5539.5,0.8764641093665221,,103301,0.215915,0.2207112841496966,1067.113959777694,0.2583471359829757,0,84.0
2034-03-27,44,32521,595,Employed,High School,23,14286,60,Divorced,2,Mortgage,224,0.4434664988851953,2,0,0.1813268177089857,0,Home,0,22,9,12802,1132,64290,18526,,0.841662052564141,4,45764,0.2217859999999999,0.2327907447609324,405.0229734341039,0.232104661025468,0,76.0
2034-03-28,28,,583,Employed,High School,6,29200,72,Divorced,3,Mortgage,328,,,2,0.3116500006112805,0,,0,25,28,,525,75755,25023,3249.9166666666665,0.8715802421198273,,50732,0.2527,,784.7423068724122,0.3423910275255505,0,76.0
2034-03-29,30,134988,598,Employed,Associate,8,44910,48,Divorced,,Rent,377,,3,0,0.4007724125417172,0,Education,0,,13,4405,597,35928,,,0.693499618623876,4,3595,,0.2104539116665156,1391.766040030358,0.1572376246804478,1,60.0
2034-03-30,41,52154,620,Employed,High School,16,31788,60,,0,Own,875,,4,1,,0,Auto,0,18,5,25495,324,81661,18193,4346.166666666667,,3,63468,0.226788,,883.1119246036872,0.4045201345101861,0,66.0
2034-03-31,18,62946,624,Employed,Bachelor,0,56367,36,Married,1,Mortgage,570,0.2125478070818415,2,1,0.2504309352781812,0,Home,0,,2,693,2854,10636,7283,5245.5,0.9604651644997024,,3353,0.229367,0.2513470137861509,2245.1597510634942,0.5366809171792001,0,77.0
2034-04-01,60,33473,647,Employed,Bachelor,37,12986,48,Divorced,1,Own,119,,2,1,0.1714485954953291,,Education,0,,25,,,90200,8535,2789.4166666666665,,6,81665,0.184486,0.2015493298333464,396.2414395743036,0.1847129708986838,0,66.0
2034-04-02,45,,586,Employed,High School,,19665,84,Married,4,Rent,203,0.2174434181449079,2,3,0.1982908246436644,0,Auto,0,26,27,12364,1784,41911,6480,3347.1666666666665,,12,35431,0.251665,0.2451733569530408,491.7008507508013,0.2075489271774539,0,72.0
2034-04-03,54,114582,595,Employed,High School,34,10274,12,Divorced,,Mortgage,701,0.0262319036674305,6,0,0.2720417149746204,0,,0,20,26,717,3277,212889,13066,9548.5,0.8842563354753866,7,199823,,0.1647644920834377,,,1,52.0
2034-04-04,21,49883,585,Employed,Bachelor,3,17396,48,Single,1,Mortgage,281,0.5269965539210077,,1,0.6131432230928189,0,Home,0,21,,,3282,352499,31845,4156.916666666667,0.6146809795252416,7,320654,0.219896,0.2464255323655736,573.3387128216267,,1,64.0
2034-04-05,54,59313,574,Employed,,31,28447,24,,2,Rent,,0.279300184752387,2,1,0.2017422565586156,0,Education,1,,3,,410,27984,15089,4942.75,0.8611952672942766,,12895,0.216447,0.1893459734598986,,0.3882596054362788,0,87.0
2034-04-06,66,66019,653,Employed,Associate,42,25127,48,Single,0,Mortgage,294,0.1490237532122519,2,,0.4980882392818427,0,Auto,0,20,9,1050,717,62463,16160,5501.583333333333,0.6504113563931556,8,46303,,0.1996745505524484,764.1880858709712,0.1923424624797657,0,71.0
2034-04-07,24,185245,544,Self-Employed,Associate,2,16720,48,Married,0,Own,624,0.3145157103392132,,0,0.3354454653187095,0,Auto,,23,3,1052,,139289,127910,,0.8370050743016111,5,11379,,0.2491519592088681,553.5966405244216,0.0762836226958517,1,67.2
2034-04-08,49,70688,676,Unemployed,Master,28,20677,72,,2,Mortgage,483,0.1708559669213899,4,1,,0,Debt Consolidation,1,28,26,5434,575,,75479,5890.666666666667,0.8186186988768798,4,9756,0.197677,,499.1536623573437,,0,77.0
2034-04-09,40,27115,584,Employed,,17,8183,36,Married,0,Own,614,0.2075742146793513,3,,0.3704909908685735,0,Debt Consolidation,0,24,1,3687,1088,291005,22041,2259.583333333333,0.9731963797066072,4,268964,0.201183,0.2131516884468748,309.6208314971256,0.4087571446787943,0,82.0
2034-04-10,21,30891,533,Employed,Bachelor,0,22450,72,Single,0,,160,0.0556027122558495,2,0,0.2259618645468727,0,,0,32,21,3676,4439,39274,6047,2574.25,0.8424956738661051,,33227,0.27095,0.3012788731846624,677.2414915519525,0.3252370560559202,0,73.0
2034-04-11,45,,546,Employed,High School,19,47926,24,Married,0,Mortgage,518,,3,0,0.521351004648266,0,Debt Consolidation,0,26,19,1939,1597,84023,12113,,0.7526117045538637,4,71910,,0.2292995788616288,2508.3767968016086,0.4996838366188212,0,80.0
2034-04-12,50,24749,613,Employed,Bachelor,25,10177,36,Married,0,Own,,0.1616589909571214,3,1,,0,Home,0,19,27,8459,2542,22801,13456,2062.4166666666665,0.8674329480086115,2,9345,0.1886769999999999,0.1752880196727302,,0.2746883363521079,0,68.0
2034-04-13,32,48782,503,Employed,High School,8,21751,60,Single,2,Rent,619,0.3097726288248353,1,1,0.2402782637856621,0,Auto,0,,28,6360,2675,28128,43567,4065.1666666666665,0.8478890905909848,4,4421,0.2752509999999999,0.2661515585270294,659.1799008631958,0.3144225085145822,0,75.0
2034-04-14,53,31502,566,Employed,High School,29,43624,12,Single,3,Mortgage,,,2,2,0.3192394901357824,0,Other,0,28,25,2404,852,,34119,2625.1666666666665,0.650975010914928,4,376344,0.225624,,,1.984674837545537,0,72.0
2034-04-15,19,15509,546,Employed,Bachelor,0,13210,60,Single,,Rent,180,0.2945774983791844,1,,0.224823857444071,0,Auto,0,14,1,1426,1682,15939,10130,1292.4166666666667,,1,5809,0.2452099999999999,0.2741877773596256,406.6846369060276,0.4539438805127558,0,85.0
2034-04-16,22,18581,545,Employed,Bachelor,0,19944,60,Single,5,Mortgage,540,0.1348213443564208,5,,,0,Auto,0,20,26,4873,,135438,28494,1548.4166666666667,0.6419099128947472,4,106944,0.252444,0.2410701744827396,,0.7200825630145149,0,77.0
2034-04-17,41,42188,622,Employed,High School,18,39445,72,Married,3,Mortgage,202,,2,1,,0,Other,0,27,26,877,530,104403,,3515.6666666666665,0.8942752727846981,10,80661,0.243445,0.2356962353569244,1028.180646688672,0.3499139034859217,0,69.0
2034-04-18,40,88507,529,Employed,High School,16,80741,72,Single,1,Mortgage,298,0.2749876352562188,2,1,,1,Debt Consolidation,0,,5,7778,949,,2185,7375.583333333333,0.9249937701780672,4,58840,0.331241,0.3769916175865478,2843.1498685002807,0.4258849404228295,0,89.0
2034-04-19,31,86802,502,Unemployed,Bachelor,8,25113,96,Married,1,Mortgage,323,0.6845060705361153,6,0,,0,Education,0,19,5,4747,662,46632,6088,7233.5,0.5839162126751367,8,40544,0.3091129999999999,0.2759558124006094,650.8897276261225,0.1346360306388501,0,88.0
2034-04-20,49,56746,682,Employed,Master,26,26184,48,Single,,,549,,1,0,0.3525916310939453,0,Debt Consolidation,0,27,22,,1795,45698,29570,4728.833333333333,0.8859287309770544,5,16128,,0.1591695001389869,740.9486679848139,0.2727837030948044,0,66.0
2034-04-21,46,86509,626,Employed,Bachelor,,12261,60,Widowed,0,Other,660,0.2850109111866418,,,0.0973586490379398,0,Home,0,19,9,4498,830,46192,42288,7209.083333333333,0.6007422360578283,4,3904,0.204261,0.2109008650011581,332.3228847136799,0.1376489685069086,1,52.8
2034-04-22,50,,603,Employed,Associate,28,26427,72,Divorced,3,Rent,659,0.3371317461442848,5,2,0.1968412116866723,0,Home,0,17,,1506,453,,34855,3065.333333333333,0.933877010393662,4,,,0.2461222653260326,705.5935513073005,0.4451697100828514,0,70.0
2034-04-23,38,22587,611,Employed,Master,14,18811,60,Married,2,Mortgage,255,0.1983639471265961,1,0,,,Auto,0,28,,933,7637,65507,8319,1882.25,0.8859302715878958,6,57188,0.2183109999999999,0.2221438781699931,,0.4127161085509726,0,74.0
2034-04-24,47,48804,567,Employed,Bachelor,25,26080,96,Married,0,Mortgage,543,0.0173305491358066,5,0,0.097274515989244,0,Home,0,23,22,1688,1454,42614,9556,4067.0,0.9396222014830152,4,33058,0.27758,0.2525345766370754,634.8135909760822,0.2896025549486309,0,70.0
2034-04-25,34,18980,544,Employed,Bachelor,10,28038,48,Married,2,Rent,271,0.4611470295324454,,3,0.142445230872367,0,,0,26,9,3002,4988,,16060,1581.6666666666667,0.9100301853912302,5,100562,0.251038,0.2282053222757871,895.9044889420919,,0,74.0
2034-04-26,64,86931,554,Employed,Associate,40,19640,36,Married,0,Rent,382,0.227413085273946,2,1,0.3232191128733708,0,,0,28,25,1071,885,62745,20291,7244.25,0.6505134505613436,3,42454,0.2276399999999999,0.2205904640974852,,0.1563530478133088,1,59.2
2034-04-27,30,,601,Employed,High School,7,42126,36,Single,1,,271,0.3180751116506781,2,,0.0413067228748691,0,Education,0,,3,5752,517,,9453,5556.166666666667,0.8983760742452832,8,16560,0.226626,0.2228388464872083,1615.0043330514302,0.3394434411707286,0,72.0
2034-04-28,65,33781,633,Self-Employed,Associate,,28960,48,,3,Rent,533,,2,2,,0,Education,0,27,20,1559,455,,12050,2815.083333333333,0.6436293731148909,3,23831,0.20746,0.224630132006091,919.711153716302,0.5160455239512041,0,78.0
2034-04-29,40,47921,588,Employed,High School,,15345,60,Divorced,0,Mortgage,284,0.4144493162924524,0,0,,0,Debt Consolidation,0,19,,1669,1412,35824,36519,,,3,5273,,0.2157063154049514,420.0746197251249,0.1763088298804594,0,74.0
2034-04-30,23,50943,512,Employed,Associate,,11899,60,Married,,Rent,,0.0780247720761104,3,0,0.03248218715273,0,Education,0,31,3,10800,717,46721,54161,,0.6806073642176591,,2300,,0.2388013013713315,341.4826292095113,,0,74.0
2034-05-01,56,100437,651,Employed,Bachelor,33,45475,96,Single,0,Rent,530,,3,1,0.5937583912359655,0,Other,0,26,18,2591,1852,45911,,8369.75,,2,8101,0.254975,0.2543942712705154,1112.5382359089613,0.1962469889672883,0,74.0
2034-05-02,41,19288,606,Employed,High School,,38434,84,Married,1,,171,0.1259710058924206,,1,0.5004296821322618,0,Education,0,,10,2919,578,100165,44368,1607.3333333333333,0.8152235427159209,,55797,0.260434,0.2331629469063989,931.8412750674272,0.6861310296976941,0,78.0
2034-05-03,50,83375,588,Employed,,27,25334,48,Divorced,2,Mortgage,666,0.3533973004131596,,,0.1540867765106357,0,Education,0,28,20,5580,,12025,42033,6947.916666666667,0.7897478809599277,2,6892,0.226334,0.2251421594347833,805.264108597829,,1,54.400000000000006
2034-05-04,54,19635,525,Employed,High School,29,11507,48,Married,0,Mortgage,1004,,2,2,,0,Home,0,,3,3322,442,77253,39656,1636.25,0.8496072925278793,4,37597,,0.2343824849871119,371.5847155917029,0.8406934854647535,0,78.0
2034-05-05,44,70347,605,Employed,Associate,23,18964,108,Single,2,Mortgage,221,0.1269869326069897,8,1,0.163934032557798,0,Education,0,16,8,2678,1181,18606,9364,5862.25,0.5392698361515172,2,9242,0.261464,,491.1100522770677,0.1214738457549691,0,66.0
2034-05-06,32,79513,562,Employed,Bachelor,12,28593,48,,2,Own,155,0.5531779320013701,8,2,0.3032094129534005,0,Home,0,23,6,6546,2994,9540,35260,6626.083333333333,,4,9148,0.242593,0.2386711228516718,930.0849430581694,0.1637596281953647,0,82.0
2034-05-07,51,38095,634,Employed,Associate,28,13861,120,,4,Mortgage,485,0.4155699403937652,4,1,0.3132540311196781,0,Home,0,28,14,,3340,33636,23246,3174.583333333333,0.8607123150560076,6,10390,0.251861,0.2946275603813805,359.9123897237683,0.2661490661946507,0,76.0
2034-05-08,40,90922,589,Employed,,18,56493,36,Married,1,Mortgage,555,0.2073433509623711,3,1,0.7160621252163918,0,Education,0,30,24,,1513,,15172,7576.833333333333,0.7150151798751956,11,278754,0.246993,0.2638376172316417,2287.7026405607003,0.3751834725009173,0,74.0
2034-05-09,48,19872,599,Employed,Associate,,12057,84,Widowed,0,Other,199,0.4140204504666788,3,1,0.3745496198087195,0,Home,0,21,,,403,61906,43341,1656.0,,6,18565,0.237557,0.2018049647720571,269.0520658777711,,0,82.0
2034-05-10,18,88580,568,Employed,Master,0,12222,36,,2,Mortgage,308,,5,,0.070731029014474,0,Debt Consolidation,0,27,1,1163,512,,6536,7381.666666666667,0.7397054275440424,,179888,0.213222,0.2099766514550614,460.4500213399731,0.1041025091000189,1,56.0
2034-05-11,45,147802,545,Unemployed,,23,24628,60,Single,1,,452,0.3535943182561634,5,0,0.2406157909040659,0,Home,0,27,12,1850,321,,33250,,0.5562401551945689,7,178812,0.257128,0.2350930210494766,701.5003369255397,,1,56.8
2034-05-12,32,65796,630,Employed,,10,41368,120,Divorced,0,Mortgage,356,0.1724682489729763,4,3,0.3208437637632431,,Home,0,28,11,7742,647,60624,13196,5483.0,0.562791255782506,13,47428,0.281368,0.2946554159495131,1074.2392588119883,0.2608497645106672,0,70.0
2034-05-13,59,53637,606,Employed,,,6210,60,,2,,,0.2628953877879192,4,0,,0,Auto,0,,26,2368,938,265431,1629,4469.75,0.5486809294516953,6,263802,0.20821,0.2158223815850117,170.04166934157965,0.1760818097973219,1,50.400000000000006
2034-05-14,47,,561,Employed,High School,25,14434,72,Married,0,Mortgage,,0.1932501563883949,4,0,0.2501566717363196,0,Debt Consolidation,0,21,24,3710,528,55357,68787,4141.75,0.8659717327806007,7,4348,0.248934,0.2905781088682461,425.5056745229992,0.2249063015689018,0,73.0
